moller_no,gardiner_no,unicode_cp,unicode_char,jsesh,mdc,hieroglyphica,ifao,wikidata_id,wikidata_label,wikidata_image,tsl_id,desc,match_type
640,V1,U+13362,𓍢,V1,V1 100,V1,"431,4",Q117866345,Coil &#34;100&#34;,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-V1.png,,A coil of rope.,matched
641,M12,U+131BC,𓆼,M12,M12 1000,M12,"243,4",Q117861093,Lotus plant,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-M12.png,,"A leaf, stem and root of a lotus plant.",matched
642,M12,U+131BC,𓆼,M12,M12 1000,M12,"243,4",Q117861093,Lotus plant,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-M12.png,,"A leaf, stem and root of a lotus plant.",matched
643,M12,U+131BC,𓆼,M12,M12 1000,M12,"243,4",Q117861093,Lotus plant,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-M12.png,,"A leaf, stem and root of a lotus plant.",matched
644,M12,U+131BC,𓆼,M12,M12 1000,M12,"243,4",Q117861093,Lotus plant,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-M12.png,,"A leaf, stem and root of a lotus plant.",matched
645,M12,U+131BC,𓆼,M12,M12 1000,M12,"243,4",Q117861093,Lotus plant,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-M12.png,,"A leaf, stem and root of a lotus plant.",matched
646,M12,U+131BC,𓆼,M12,M12 1000,M12,"243,4",Q117861093,Lotus plant,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-M12.png,,"A leaf, stem and root of a lotus plant.",matched
647,M12,U+131BC,𓆼,M12,M12 1000,M12,"243,4",Q117861093,Lotus plant,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-M12.png,,"A leaf, stem and root of a lotus plant.",matched
648,M12,U+131BC,𓆼,M12,M12 1000,M12,"243,4",Q117861093,Lotus plant,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-M12.png,,"A leaf, stem and root of a lotus plant.",matched
649,M12,U+131BC,𓆼,M12,M12 1000,M12,"243,4",Q117861093,Lotus plant,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-M12.png,,"A leaf, stem and root of a lotus plant.",matched
650,D50,U+130AD,𓂭,D50,Dba D50,D50,"116,7",Q117851248,Finger,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-D50.png,,A vertical human finger.,matched
651,D50,U+130AD,𓂭,D50,Dba D50,D50,"116,7",Q117851248,Finger,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-D50.png,,A vertical human finger.,matched
652,D50,U+130AD,𓂭,D50,Dba D50,D50,"116,7",Q117851248,Finger,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-D50.png,,A vertical human finger.,matched
653,D50,U+130AD,𓂭,D50,Dba D50,D50,"116,7",Q117851248,Finger,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-D50.png,,A vertical human finger.,matched
654,I7/I8,U+1318F,𓆏,I7,I7,I7,"213,14",,,,,A frog or toad.,matched
655,C11,U+13068,𓁨,C11,HH C11,,,Q117849443,Heh-god,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-C11.png,,"God, seated on heel, right knee raised, with long curved beard and coif, with a palm branch, stripped of leaves and notched on his head (M4), notch forward, raised arms at either side of the body, hands held vertically, with the handpalms inwards.",matched
656,(Z1*),,,,,,,,,,,,unmatched
657,(Z1*),,,,,,,,,,,,unmatched
658,(Z1*),,,,,,,,,,,,unmatched
659,(Z1*),,,,,,,,,,,,unmatched
660,(Z1*),,,,,,,,,,,,unmatched
661,(Z1*),,,,,,,,,,,,unmatched
662,(Z1*),,,,,,,,,,,,unmatched
663,(Z1*),,,,,,,,,,,,unmatched
664,(Z1*),,,,,,,,,,,,unmatched
665,(V20*),,,,,,,,,,,,unmatched
666,(V20*),,,,,,,,,,,,unmatched
667,D22,U+1308C,𓂌,D22,D22,D22,"100,13",,,,,A mouth with two vertical lines at the bottom of the sign.,matched
668,Aa16,,,,,,,Q117874638,Side symbol (gs hieroglyph),http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-Aa16.png,,,unmatched
669,D23,U+1308D,𓂍,D23,D23,D23,,,,,,A mouth with three vertical lines at the bottom of the sign,matched
670,Z9/Z10,U+133F4,𓏴,Z9,Z9,Z9,"469,11",,,,,A cross.,matched
671,(D21),U+1308B,𓂋,D21,r rA D21,D21,"100,11",Q2921350,𓂋,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-D21.png,,A mouth.,matched
672,(D21),U+1308B,𓂋,D21,r rA D21,D21,"100,11",Q2921350,𓂋,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-D21.png,,A mouth.,matched
673,(D21),U+1308B,𓂋,D21,r rA D21,D21,"100,11",Q2921350,𓂋,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-D21.png,,A mouth.,matched
674,(D21),U+1308B,𓂋,D21,r rA D21,D21,"100,11",Q2921350,𓂋,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-D21.png,,A mouth.,matched
675,(D21),U+1308B,𓂋,D21,r rA D21,D21,"100,11",Q2921350,𓂋,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-D21.png,,A mouth.,matched
676,(D21),U+1308B,𓂋,D21,r rA D21,D21,"100,11",Q2921350,𓂋,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-D21.png,,A mouth.,matched
677,(D21),U+1308B,𓂋,D21,r rA D21,D21,"100,11",Q2921350,𓂋,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-D21.png,,A mouth.,matched
678,(D21),U+1308B,𓂋,D21,r rA D21,D21,"100,11",Q2921350,𓂋,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-D21.png,,A mouth.,matched
679,D42,U+130A3,𓂣,D42,D42,D42,"111,13",Q18205033,𓂣,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-D42.png,,"A forearm, with the palm of the hand downwards, upper arm vertical.",matched
680,N11,U+131F9,𓇹,N11,iaH N11,N11,"266,7",Q117861279,Crescent moon,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-N11.png,,A crescent moon.,matched
681,D50,U+130AD,𓂭,D50,Dba D50,D50,"116,7",Q117851248,Finger,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-D50.png,,A vertical human finger.,matched
682,M3,U+131B1,𓆱,M3,xt M3,M3,"234,4",Q4956331,𓆱,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-M3.png,,"A branch, horizontally written.",matched
683,V2,U+1336C,𓍬,V2,sTA V2,V2,,Q117866357,Coil and bolt,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-V2.png,,"A horizontal line, intersected in the middle by a coil of rope (V1).",matched
684,N11,U+131F9,𓇹,N11,iaH N11,N11,"266,7",Q117861279,Crescent moon,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-N11.png,,A crescent moon.,matched
685,N11,U+131F9,𓇹,N11,iaH N11,N11,"266,7",Q117861279,Crescent moon,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-N11.png,,A crescent moon.,matched
686,N11,U+131F9,𓇹,N11,iaH N11,N11,"266,7",Q117861279,Crescent moon,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-N11.png,,A crescent moon.,matched
687,D41,U+130A2,𓂢,D41,D41,D41,"111,10",,,,,"A forearm, with the palm of the hand downwards, with the upper arm bend forwards.",matched
688,Z9/Z10,U+133F4,𓏴,Z9,Z9,Z9,"469,11",,,,,A cross.,matched
689,G39,U+1316D,𓅭,G39,zA G39,G39,"173,8",Q117859821,Duck (sa hieroglyph),http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-G39.png,,A pintail duck (Anas acuta).,matched
690,D42,U+130A3,𓂣,D42,D42,D42,"111,13",Q18205033,𓂣,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-D42.png,,"A forearm, with the palm of the hand downwards, upper arm vertical.",matched
691,D42,U+130A3,𓂣,D42,D42,D42,"111,13",Q18205033,𓂣,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-D42.png,,"A forearm, with the palm of the hand downwards, upper arm vertical.",matched
692,Aa16,,,,,,,Q117874638,Side symbol (gs hieroglyph),http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-Aa16.png,,,unmatched
693,Z9/Z10,U+133F4,𓏴,Z9,Z9,Z9,"469,11",,,,,A cross.,matched
694,Z1,U+133E4,𓏤,Z1,Z1,Z1,"469,1",Q117873612,Stroke,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-Z45.png,,A vertical stroke.,matched
695,U9,U+1333D,𓌽,U9,U9,U9,,Q117866211,Corn measure,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-U9.png,,"A grain measure, with a forwards and downwards line of grain coming from the front.",matched
696,U9,U+1333D,𓌽,U9,U9,U9,,Q117866211,Corn measure,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-U9.png,,"A grain measure, with a forwards and downwards line of grain coming from the front.",matched
697,U9,U+1333D,𓌽,U9,U9,U9,,Q117866211,Corn measure,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-U9.png,,"A grain measure, with a forwards and downwards line of grain coming from the front.",matched
698,U9,U+1333D,𓌽,U9,U9,U9,,Q117866211,Corn measure,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-U9.png,,"A grain measure, with a forwards and downwards line of grain coming from the front.",matched
699,U9,U+1333D,𓌽,U9,U9,U9,,Q117866211,Corn measure,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-U9.png,,"A grain measure, with a forwards and downwards line of grain coming from the front.",matched
700,U9,U+1333D,𓌽,U9,U9,U9,,Q117866211,Corn measure,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-U9.png,,"A grain measure, with a forwards and downwards line of grain coming from the front.",matched
701,U9,U+1333D,𓌽,U9,U9,U9,,Q117866211,Corn measure,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-U9.png,,"A grain measure, with a forwards and downwards line of grain coming from the front.",matched
702,U9,U+1333D,𓌽,U9,U9,U9,,Q117866211,Corn measure,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-U9.png,,"A grain measure, with a forwards and downwards line of grain coming from the front.",matched
703,U9,U+1333D,𓌽,U9,U9,U9,,Q117866211,Corn measure,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-U9.png,,"A grain measure, with a forwards and downwards line of grain coming from the front.",matched
704,U9,U+1333D,𓌽,U9,U9,U9,,Q117866211,Corn measure,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-U9.png,,"A grain measure, with a forwards and downwards line of grain coming from the front.",matched
705,U9,U+1333D,𓌽,U9,U9,U9,,Q117866211,Corn measure,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-U9.png,,"A grain measure, with a forwards and downwards line of grain coming from the front.",matched
706,U9,U+1333D,𓌽,U9,U9,U9,,Q117866211,Corn measure,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-U9.png,,"A grain measure, with a forwards and downwards line of grain coming from the front.",matched
707,D12+D11,,𓂂+𓂁,,,,,,,,,,compound
708,D11,U+13081,𓂁,D11,D11,D11,"99,7",,,,,The left part of the white of an eye.,matched
709,D12,U+13082,𓂂,D12,D12,D12,"99,8",,,,,The pupil of an eye.,matched
710,F16,U+1310F,𓄏,F16,db F16,F16,"155,14",Q117859926,Horn,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-F16.png,,A horn of a bovid,matched
711,D14,U+13084,𓂄,D14,D14,D14,"99,13",,,,,The right part of the white of an eye.,matched
712,D15,U+13085,𓂅,D15,D15,D15,,,,,,The right lower marking of an Udjat eye.,matched
713,D16,U+13086,𓂆,D16,D16,D16,,,,,,The left lower marking of an Udjat eye.,matched
714,(D21),U+1308B,𓂋,D21,r rA D21,D21,"100,11",Q2921350,𓂋,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-D21.png,,A mouth.,matched
715,(D21),U+1308B,𓂋,D21,r rA D21,D21,"100,11",Q2921350,𓂋,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-D21.png,,A mouth.,matched
716,(D21),U+1308B,𓂋,D21,r rA D21,D21,"100,11",Q2921350,𓂋,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-D21.png,,A mouth.,matched
717,(D21),U+1308B,𓂋,D21,r rA D21,D21,"100,11",Q2921350,𓂋,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-D21.png,,A mouth.,matched
718,(D21),U+1308B,𓂋,D21,r rA D21,D21,"100,11",Q2921350,𓂋,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-D21.png,,A mouth.,matched
719,(D21),U+1308B,𓂋,D21,r rA D21,D21,"100,11",Q2921350,𓂋,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-D21.png,,A mouth.,matched
33B,A1,U+13000,𓀀,A1,A1,A1,"1,1",Q117849041,Man,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-A1.png,82,"Man, seated, right knee raised, right arm raised, left arm in front of body.",matched
35B,A2,U+13001,𓀁,A2,A2,A2,"2,4",Q117849031,Man with hand at mouth,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-A2.png,290,"Man, seated, right knee raised, right arm raised with hand to mouth, left arm hanging beside the body.",matched
42B,A9,U+1300B,𓀋,A9,A9,A9,"11,6",Q117849086,Man with basket on head,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-A9.png,912,"Man, seated, right knee raised, a vessel on his head, right arm raised in front, with the hand at the vessel, left arm hanging beside the body.",matched
49B,Z6,U+133F1,𓏱,Z6,Z6,Z6,,,,,,"A slightly inclined stroke with two smaller strokes protruding at its right lower end, the upper one being shorter than the lower of them.",matched
61B,B1,U+13050,𓁐,B1,B1,B1,"48,3",Q117849099,Woman,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-B1.png,,"Woman, seated, both knees up, with covered legs and arms, with long hair.",matched
80C=80+921,D2+D21,,𓁷+𓂋,,,,,,,,,,compound
92B,D24,U+1308E,𓂎,D24,spt D24,D24,"101,9",,,,,The upper lip of a human with teeth.,matched
103B=91+99/103+575,D21+D36/D37+X1,,𓂋+𓏏,,,,,,,,,,compound
118B=118+105,D51+D40,,𓂷+𓂡,,,,,,,,,,compound
119/120,D54,U+130BB,𓂻,D54,D54,D54,"118,5",Q117851299,Legs,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-D54.png,,"Legs in a walking posture, feet orientated towards the reading direction.",matched
132B=132+331,E34+N35,,𓃹+𓈖,,,,,,,,,,compound
138bis/139,E8,U+130D9,𓃙,E8,E8,E8,,Q117858184,Kid,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-E8A.png,,A immature goat (kid).,matched
155bis,O44,U+13291,𓊑,O44,O44,O44,"322,4",Q117861838,Profession emblem,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-O44.png,,"The emblem erected outside the temple of Min, resembling the horns of a bovid (F13) on top of a stem of papyrus with a bud (M13), with a coil of rope (V1) between the horns.",matched
160B,F18,U+13111,𓄑,F18,bH F18,F18,"156,10",Q117859938,Tusk,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-F18.png,,A tusk of an elephant.,matched
160bis,F19,U+13112,𓄒,F19,F19,F19,,Q117859944,Lower jawbone,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-F19.png,,The lower jaw-bone of a bovid (ox).,matched
161B,F20,U+13113,𓄓,F20,ns F20,F20,"157,5",Q117859951,"Tongue,",http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-F20.png,,A tongue.,matched
165B,F26,U+1311A,𓄚,F26,Xn F26,F26,"161,1",Q117859988,Goat skin,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-F26.png,,The skin of a goat.,matched
172bis,F40,U+1312B,𓄫,F40,Aw F40,F40,"167,14",Q7577534,𓄫 spine and nerve,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-F40.png,,"A spine, with the spinal cord hanging out at either side.",matched
180B,F35×3,,,,,,,,,,,,unmatched
187=184+419,G8=G5+S12,,𓅉+𓅃+𓋞,,,,,,,,,,unmatched
188B=184+419,G7=G5+R12,,𓅆+𓅃+𓊾,,,,,,,,,,unmatched
189=184+546+236,R13=G5+R12+H6,,𓊿+𓅃+𓊾+𓆄,,,,,,,,,,unmatched
192B,G1,U+1313F,𓄿,G1,A G1,G1,"204,1",Q3555104,𓄿,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-G1.png,,An Egyptian vulture (Neophron percnopterus).,matched
192C,G1,U+1313F,𓄿,G1,A G1,G1,"204,1",Q3555104,𓄿,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-G1.png,,An Egyptian vulture (Neophron percnopterus).,matched
194=193+575+238,G14+X1+H8,,𓅐+𓏏+𓆇,,,,,,,,,,compound
195=193+510,G16a=G14+V30,,𓅐+𓎟,,,,,,,,,,unmatched
196B,G17,U+13153,𓅓,G17,m G17,G17,"176,10",Q928672,𓅓 owl,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-G17.png,,An owl.,matched
200B,Z7,U+133F2,𓏲,Z7,W Z7,Z7,,Q117873960,Coil (w hieroglyph),http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-Z7.png,," A spiral, winding counter-clockwise away from its central point, ending at the right lower corner after about 1,5 turns.",matched
201A,G23,U+1315A,𓅚,G23,rxyt G23,G23,"201,1",Q117859764,Lapwing,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-G23.png,,A lapwing (Vanellus cristatus).,matched
207=207+575+560,G26+X1+Z4,,𓅝+𓏏+𓏭,,,,,,,,,,compound
207B=207B+575+560,G26+X1+Z4,,𓅝+𓏏+𓏭,,,,,,,,,,compound
209=208+550+558,G29+R7+Z1,,𓅡+𓊸+𓏤,,,,,,,,,,compound
211=208+511,G226=G29+V31*,,𓅡+𓎡,,,,,,,,,,unmatched
212=208+208+208,G30=G29×3,,,,,,,,,,,,unmatched
216B=216+558,G39+Z1,,𓅭+𓏤,,,,,,,,,,compound
217bis,G38,U+1316C,𓅬,G38,gb G38,G38,"196,4",Q117859817,Goose,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-G38.png,,A greater white-fronted goose (Anser albifrons).,matched
223=453+221/222,T14+G41,,𓌙+𓅯,,,,,,,,,,compound
246=245+510,I13=I12+V30,,𓆘+𓆗+𓎟,,,,,,,,,,unmatched
272/273,M5/M7,U+131B4,𓆴,M5,M5,M5,,,,,,"A palm branch, stripped of leaves and notched with a round notch (M4), on top of a half round loaf of bread (X1).",matched
281=280+250,M14=M13+I10,,𓇆+𓇅+𓆓,,,,,,,,,,unmatched
292=291+99,M27=M26+D36,,𓇘+𓇗+𓂝,,,,,,,,,,unmatched
303B,N5,U+131F3,𓇳,N5,zw N5,N5,"262,6",Q3489299,𓇳,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-N5.png,,"The sun, within a halo.",matched
310=309+614,N12+1,,𓇺,,,,,,,,,,compound
311=309+615,N12+2,,𓇺,,,,,,,,,,compound
312=309+616,N12+3,,𓇺,,,,,,,,,,compound
313=309+617,N12+4,,𓇺,,,,,,,,,,compound
315=309+314,N64=N12/N11+N14,,𓇼,,,,,,,,,,unmatched
318=317+558+324,N16/N17+Z1+N23,U+131FE,𓇾,N16,tA N16,N16,,,,,,"A strip of land, with three grains of sand written beneath it.",compound
318bis=317+317+324+324,N16/N17+N16N17+N23+N23,U+131FE,𓇾,N16,tA N16,N16,,,,,,"A strip of land, with three grains of sand written beneath it.",compound
326bis,N30,U+1320F,𓈏,N30,iAt N30,N30,"275,12",Q117861416,Hill with shrubs,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-N30.png,,A hill with shrubs.,matched
334bis=334+324,N36+N23,,𓈘+𓈇,,,,,,,,,,compound
336=335+119/120,N40=N37/N38/N39+D54,,𓈝+𓂻,,,,,,,,,,unmatched
338=330+330,N19=N18+N18,,𓈃+𓈀+𓈀,,,,,,,,,,unmatched
346=345+99,O8a=O6+D36,,𓉗+𓂝,,,,,,,,,,unmatched
363B,O29,U+1327B,𓉻,O29,aA O29,O29,,Q117861769,Column,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-O29.png,,"A wooden column, written horizontally.",matched
367=366+119/120,O35=O34+D54,,𓊄+𓊃+𓂻,,,,,,,,,,unmatched
403B,O50,U+13297,𓊗,O50,zp O50,,,Q117861852,Threshing floor,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-O50.png,,A circular threshing floor covered with grain.,matched
419B=419+124,S13=S12+D58,,𓋟+𓋞+𓃀,,,,,,,,,,unmatched
442=441+397,T29=T30+T28,,𓌩+𓌪+𓌨,,,,,,,,,,unmatched
445=432+444,S124=T33+D52,,𓌮+𓂸,,,,,,,,,,unmatched
455B,R19,U+132C6,𓋆,R19,R19,R19,"363,15",Q117865810,Thebes emblem,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-R19.png,,"A sceptre with a straight shaft, a forked base, topped with the head of the Seth animal (S40), with a fillet and a backwards angled feather (H6) on top of the staff.",matched
469B=469+477,U4=U1/U2+Aa11/Aa12,,𓌶,,,,,,,,,,unmatched
470B=470+561,U9+Z2,,𓌽+𓏥,,,,,,,,,,compound
497/498,W22,U+133CA,𓏊,W22,Hnqt W22,W22,"456,16",Q117872461,Beer jug,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-W22.png,,A beer-jug.,matched
500=499+124,D60=W54+D58,,𓃂+𓃀,,,,,,,,,,unmatched
501=157+499,F17=F16+D60,,𓄐+𓄏+𓃂,,,,,,,,,,unmatched
540B=540+331,Y5+N35,,𓏠+𓈖,,,,,,,,,,compound
542bis,R24/R25,U+132CB,𓋋,R24,R24,R24,,,,,,"Two bows, strung together as a package.",matched
545=546+545B,R12+R22/R23,,𓊾,,,,,,,,,,compound
548=547+547+547,R8×3,,,,,,,,,,,,unmatched
555B=575+554+555+561,X1+X2+X4+Z2,,𓏏+𓏐+𓏒+𓏥,,,,,,,,,,compound
584B,V11,U+13378,𓍸,V11,V11,V11,"434,9",Q117866421,Cartouche half,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-V11.png,,"The rear half of a cartouche, with the opening to the back.",matched
613bis,???,,,,,,,,,,,,unknown
653B,D50,U+130AD,𓂭,D50,Dba D50,D50,"116,7",Q117851248,Finger,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-D50.png,,A vertical human finger.,matched
653C,D50,U+130AD,𓂭,D50,Dba D50,D50,"116,7",Q117851248,Finger,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-D50.png,,A vertical human finger.,matched
653D,D50,U+130AD,𓂭,D50,Dba D50,D50,"116,7",Q117851248,Finger,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-D50.png,,A vertical human finger.,matched
653E,D50,U+130AD,𓂭,D50,Dba D50,D50,"116,7",Q117851248,Finger,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-D50.png,,A vertical human finger.,matched
653F,D50,U+130AD,𓂭,D50,Dba D50,D50,"116,7",Q117851248,Finger,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-D50.png,,A vertical human finger.,matched
680B,N11,U+131F9,𓇹,N11,iaH N11,N11,"266,7",Q117861279,Crescent moon,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-N11.png,,A crescent moon.,matched
680C,N11,U+131F9,𓇹,N11,iaH N11,N11,"266,7",Q117861279,Crescent moon,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-N11.png,,A crescent moon.,matched
192B(192C)+124,G1+D58,,𓄿+𓃀,,,,,,,,,,compound
99+511,D36+V31*,,𓂝+𓎡,,,,,,,,,,compound
99+575,D36+X1,,𓂝+𓏏,,,,,,,,,,compound
200B+560,Z7+Z4,,𓏲+𓏭,,,,,,,,,,compound
200+575,G43+X1,,𓅱+𓏏,,,,,,,,,,compound
200B+575,Z7+X1,,𓏲+𓏏,,,,,,,,,,compound
124+331,D58+N35,,𓃀+𓈖,,,,,,,,,,compound
388+331,Q3+N35,,𓊪+𓈖,,,,,,,,,,compound
388+575,Q3+X1,,𓊪+𓏏,,,,,,,,,,compound
263+560,I9+Z4,,𓆑+𓏭,,,,,,,,,,compound
263+91,I9+D21,,𓆑+𓂋,,,,,,,,,,compound
196B+99,G17+D36,,𓅓+𓂝,,,,,,,,,,compound
196+91,G17+D21,,𓅓+𓂋,,,,,,,,,,compound
196+575,G17+X1,,𓅓+𓏏,,,,,,,,,,compound
331+192B(192C)+(331),N35+G1(+N35),,𓈖+𓄿+𓈖,,,,,,,,,,compound
331+124,N35+D58,,𓈖+𓃀,,,,,,,,,,compound
331+263,N35+I9,,𓈖+𓆑,,,,,,,,,,compound
331+91,N35+D21,,𓈖+𓂋,,,,,,,,,,compound
331+574,N35+Aa1,,𓈖,,,,,Q3046655,N-water ripple,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-N35.png,,,compound
331+511,N35+V31*,,𓈖+𓎡,,,,,,,,,,compound
331+575,N35+X1,,𓈖+𓏏,,,,,,,,,,compound
91+99,D21+D36,,𓂋+𓂝,,,,,,,,,,compound
91+200B,D21+Z1,,𓂋+𓏤,,,,,,,,,,compound
91+560,D21+Z4,,𓂋+𓏭,,,,,,,,,,compound
91+574,D21+Aa1,,𓂋,,,,,Q2921350,𓂋,http://commons.wikimedia.org/wiki/Special:FilePath/Abydos-Bold-hieroglyph-D21.png,,,compound
91+575,D21+X1,,𓂋+𓏏,,,,,,,,,,compound
335+124,N37+D58,,𓈙+𓃀,,,,,,,,,,compound
319+192B(192C),N29+G1,,𓈎+𓄿,,,,,,,,,,compound
319+331,N29+N35,,𓈎+𓈖,,,,,,,,,,compound
319+91,N29+D21,,𓈎+𓂋,,,,,,,,,,compound
